"","transactionValue","transactionTypeCode","yearCode"
"94",0,"RM",2021
"95",0,"RM",2021
"96",0,"RM",2021
"97",0,"RM",2021
"98",0,"RM",2021
"99",0,"RM",2021
"100",0,"RM",2021
"101",23.6294164667364,"RM",2021
"102",41.5919448938983,"RM",2021
"103",57.3903406761007,"RM",2021
"104",64.7279543518671,"RM",2021
"105",66.6167919676843,"RM",2021
"106",92.3312087626127,"RM",2021
"107",115.59603249959,"RM",2021
"108",126.172933970809,"RM",2021
"109",136.31775136462,"RM",2021
"110",181.856677017057,"RM",2021
"111",182.438767461554,"RM",2021
"112",199.038711236342,"RM",2021
"113",207.459023421792,"RM",2021
"114",225.34494013575,"RM",2021
"115",286.248467715111,"RM",2021
"116",303.702051908231,"RM",2021
"117",339.106697325301,"RM",2021
"118",389.835312635111,"RM",2021
"119",568.166374468123,"RM",2021
"120",590.954201807743,"RM",2021
"121",652.981432488411,"RM",2021
"122",669.23354723171,"RM",2021
"123",669.824348547976,"RM",2021
"124",671.998542523088,"RM",2021
"125",680.872018823141,"RM",2021
"126",698.458042619707,"RM",2021
"127",774.423167840043,"RM",2021
"128",802.583874496678,"RM",2021
"129",851.180445072134,"RM",2021
"130",863.843244993755,"RM",2021
"131",889.262764045988,"RM",2021
"132",905.946265076631,"RM",2021
"133",915.540389380971,"RM",2021
"134",961.506975274247,"RM",2021
"135",1018.11451332483,"RM",2021
"136",1162.87282323273,"RM",2021
"137",1167.85040820469,"RM",2021
"138",1299.415730129,"RM",2021
"139",1390.617537761,"RM",2021
"140",1410.48828658168,"RM",2021
"141",1432.33124957141,"RM",2021
"142",1490.64423712337,"RM",2021
"143",1590.1029436377,"RM",2021
"144",1621.59349576189,"RM",2021
"145",1635.73995754264,"RM",2021
"146",1688.68232635691,"RM",2021
"147",1720.34179398177,"RM",2021
"148",1827.9626506772,"RM",2021
"149",1832.18370077733,"RM",2021
"150",1969.81012056048,"RM",2021
"151",2129.57629539787,"RM",2021
"152",2172.86078365281,"RM",2021
"153",2198.26087959821,"RM",2021
"154",2362.6713097953,"RM",2021
"155",2395.01190071484,"RM",2021
"156",2702.41052663725,"RM",2021
"157",2729.4195606453,"RM",2021
"158",3341.53124522751,"RM",2021
"159",3421.43351252684,"RM",2021
"160",4130.55868526207,"RM",2021
"161",10312.0609889105,"RM",2021
"162",13341.2381319783,"RM",2021
"163",13986.3301669524,"RM",2021
"164",14054.7648164608,"RM",2021
"165",14836.7145440856,"RM",2021
"166",15123.0329791251,"RM",2021
"167",15220.6760561689,"RM",2021
"168",15373.5848720051,"RM",2021
"169",15540.3379139326,"RM",2021
"170",16556.1761389263,"RM",2021
"171",16635.674136129,"RM",2021
"172",16699.5225483604,"RM",2021
"173",16716.213052809,"RM",2021
"174",16813.0784759298,"RM",2021
"175",16822.9454422425,"RM",2021
"176",16841.4891143785,"RM",2021
"177",17052.1677667436,"RM",2021
"178",17117.6400992474,"RM",2021
"179",17120.3177723843,"RM",2021
"180",17131.5874688874,"RM",2021
"181",17143.7952197846,"RM",2021
"182",17173.4677285765,"RM",2021
"183",17409.9049388247,"RM",2021
"184",17431.1409731005,"RM",2021
"185",17481.1111439521,"RM",2021
"186",17485.0030239036,"RM",2021
"187",17682.599098359,"RM",2021
"188",17685.2392132253,"RM",2021
"189",17836.4780331883,"RM",2021
"190",17882.4471875052,"RM",2021
"191",17930.443522386,"RM",2021
"192",17959.5947981637,"RM",2021
"193",18009.4450104706,"RM",2021
"194",18031.7843542622,"RM",2021
"195",18070.731942828,"RM",2021
"196",18133.493978533,"RM",2021
"197",18169.7651068088,"RM",2021
"198",18194.9690276496,"RM",2021
"199",18507.8218694837,"RM",2021
"200",18692.5865285504,"RM",2021
"201",18753.1734890239,"RM",2021
"202",18770.2221298156,"RM",2021
"203",18793.355522137,"RM",2021
"204",18819.4469478402,"RM",2021
"205",18854.6553955709,"RM",2021
"206",18875.6683831405,"RM",2021
"207",18902.4989882794,"RM",2021
"208",18978.2356170084,"RM",2021
"209",19017.3712623368,"RM",2021
"210",19024.3781853655,"RM",2021
"211",19026.9163293388,"RM",2021
"212",19142.8263982671,"RM",2021
"213",19184.5538365081,"RM",2021
"214",19228.1322529892,"RM",2021
"215",19273.5158907693,"RM",2021
"216",19287.751629261,"RM",2021
"217",19336.572499759,"RM",2021
"218",19386.7423489646,"RM",2021
"219",19474.8110082136,"RM",2021
"220",19537.3163952496,"RM",2021
"221",19630.1040174381,"RM",2021
"222",19659.2025957901,"RM",2021
"223",19737.021151772,"RM",2021
"224",19788.2684733396,"RM",2021
"225",19807.8349463629,"RM",2021
"226",19819.0054406908,"RM",2021
"227",19864.3072765565,"RM",2021
"228",19930.1828063019,"RM",2021
"229",19934.3349522729,"RM",2021
"230",19993.7476068087,"RM",2021
"231",20477.170716928,"RM",2021
"232",22146.3005626248,"RM",2021
"233",22173.4720019785,"RM",2021
"234",22738.9097899913,"RM",2021
"235",23136.6725888214,"RM",2021
"236",23148.3210075511,"RM",2021
"237",23709.9682951477,"RM",2021
"238",23817.7534673283,"RM",2021
"239",23849.2326710108,"RM",2021
"240",23953.1569491387,"RM",2021
"241",23957.7779045198,"RM",2021
"242",23981.4408989198,"RM",2021
"243",24161.6884564114,"RM",2021
"244",24509.7523377015,"RM",2021
"245",24655.8412062579,"RM",2021
"246",24675.9725415775,"RM",2021
"247",24728.6937091737,"RM",2021
"248",24850.590192509,"RM",2021
"249",24917.1167547832,"RM",2021
"250",24990.484756976,"RM",2021
"251",25026.9788429519,"RM",2021
"252",25033.7882201088,"RM",2021
"253",25047.0126710359,"RM",2021
"254",25078.7354919075,"RM",2021
"255",25136.2404304562,"RM",2021
"256",25157.6878011506,"RM",2021
"257",25285.4040679153,"RM",2021
"258",25307.1748866371,"RM",2021
"259",25433.2438904959,"RM",2021
"260",25541.7411722293,"RM",2021
"261",25592.3576362292,"RM",2021
"262",25608.7884379042,"RM",2021
"263",25628.8279999166,"RM",2021
"264",25696.9922698106,"RM",2021
"265",25736.8743739865,"RM",2021
"266",25747.323812625,"RM",2021
"267",25862.2846933527,"RM",2021
"268",25909.0504879845,"RM",2021
"269",25921.8788771179,"RM",2021
"270",25992.1757299688,"RM",2021
"271",26410.6248148127,"RM",2021
"272",26426.1161042408,"RM",2021
"273",26484.6161146263,"RM",2021
"274",26521.767685608,"RM",2021
"275",26730.4731652317,"RM",2021
"276",26846.7402600023,"RM",2021
"277",26900.9735993905,"RM",2021
"278",27040.7899043541,"RM",2021
"279",27152.4043733134,"RM",2021
"280",27915.4004519413,"RM",2021
"281",30020.1607704164,"RM",2021
"282",30025.2428137612,"RM",2021
"283",30047.0070728008,"RM",2021
"284",30070.0587474836,"RM",2021
"285",30136.8926059559,"RM",2021
"286",30138.9523045195,"RM",2021
"287",30190.1506967459,"RM",2021
"288",30200.0976777234,"RM",2021
"289",30242.5933223996,"RM",2021
"290",30282.3845354792,"RM",2021
"291",30362.4944206382,"RM",2021
"292",30395.6002047808,"RM",2021
"293",30485.6365892257,"RM",2021
"294",30497.671092163,"RM",2021
"295",30521.9798881197,"RM",2021
"296",30611.802144707,"RM",2021
"297",30624.4794633695,"RM",2021
"298",30676.1890872719,"RM",2021
"299",30696.7873519079,"RM",2021
"300",30751.5732124643,"RM",2021
"301",30763.8327115686,"RM",2021
"302",30856.2955626955,"RM",2021
"303",30867.5777783765,"RM",2021
"304",30879.7941230925,"RM",2021
"305",30907.6459326288,"RM",2021
"306",30950.9532129438,"RM",2021
"307",30997.0976352208,"RM",2021
"308",31041.8264028058,"RM",2021
"309",31111.2391707153,"RM",2021
"310",31131.3829099902,"RM",2021
"311",31180.5757541621,"RM",2021
"312",31396.8383959272,"RM",2021
"313",31421.7217590616,"RM",2021
"314",31450.0706308524,"RM",2021
"315",31464.2847690263,"RM",2021
"316",31981.720714971,"RM",2021
"317",32004.0282972349,"RM",2021
"318",32058.8333093406,"RM",2021
"319",32133.546001371,"RM",2021
"320",33199.2694365379,"RM",2021
"321",35022.7701989697,"RM",2021
"322",35025.3374945641,"RM",2021
"323",35082.4645342705,"RM",2021
"324",35088.4265264144,"RM",2021
"325",35088.5131585859,"RM",2021
"326",35093.5117651103,"RM",2021
"327",35143.7192371637,"RM",2021
"328",35146.7339025254,"RM",2021
"329",35152.3382031307,"RM",2021
"330",35202.8804286988,"RM",2021
"331",35224.0310979538,"RM",2021
"332",35241.3470788633,"RM",2021
"333",35255.730213416,"RM",2021
"334",35255.9049035256,"RM",2021
"335",35266.1818247891,"RM",2021
"336",35287.5223906475,"RM",2021
"337",35298.6007409341,"RM",2021
"338",35328.7242593737,"RM",2021
"339",35354.8416600777,"RM",2021
"340",35359.5846388519,"RM",2021
"341",35360.9734521563,"RM",2021
"342",35364.9793313633,"RM",2021
"343",35369.8048787035,"RM",2021
"344",35374.6469687681,"RM",2021
"345",35382.6459143698,"RM",2021
"346",35386.5647925917,"RM",2021
"347",35407.2916185745,"RM",2021
"348",35413.4409005731,"RM",2021
"349",35414.3601629834,"RM",2021
"350",35468.8540099895,"RM",2021
"351",35488.491160413,"RM",2021
"352",35501.1309863895,"RM",2021
"353",35506.0891316503,"RM",2021
"354",35511.9120335528,"RM",2021
"355",35517.740496462,"RM",2021
"356",35522.5587142574,"RM",2021
"357",35549.690674601,"RM",2021
"358",35559.0229707457,"RM",2021
"359",35569.8590009445,"RM",2021
"360",35573.4409824902,"RM",2021
"361",35573.7005052788,"RM",2021
"362",35597.6921582527,"RM",2021
"363",35605.494997419,"RM",2021
"364",35629.4214242287,"RM",2021
"365",35639.9301631883,"RM",2021
"366",35704.8008814359,"RM",2021
"367",35752.7242856649,"RM",2021
"368",35755.212556683,"RM",2021
"369",35794.2729560972,"RM",2021
"370",35846.0284078828,"RM",2021
"371",35851.603059574,"RM",2021
"372",35894.6571290226,"RM",2021
"373",35937.3673522792,"RM",2021
"374",35954.0743051167,"RM",2021
"375",35976.2247781425,"RM",2021
"376",36045.7305824188,"RM",2021
"377",36056.3176690922,"RM",2021
"378",36104.6395217348,"RM",2021
"379",36189.7831580358,"RM",2021
"380",36201.7662911204,"RM",2021
"381",36260.4741661912,"RM",2021
"382",36287.0164277723,"RM",2021
"383",36321.0101887421,"RM",2021
"384",36415.7203259709,"RM",2021
"385",36478.7850580754,"RM",2021
"386",36546.2440081329,"RM",2021
"387",36579.1819683656,"RM",2021
"388",36589.8313316483,"RM",2021
"389",36661.6051484689,"RM",2021
"390",36696.0335459486,"RM",2021
"391",36747.9123782882,"RM",2021
"392",36754.6009803702,"RM",2021
"393",36760.4649469376,"RM",2021
"394",36770.3482815993,"RM",2021
"395",36792.0983387748,"RM",2021
"396",36811.4189391568,"RM",2021
"397",36849.9089851292,"RM",2021
"398",37060.6021391424,"RM",2021
"399",37120.8333246763,"RM",2021
"400",37190.8400927278,"RM",2021
"401",37247.1045604509,"RM",2021
"402",37426.5559239658,"RM",2021
"403",37434.6283244862,"RM",2021
"404",37550.7515057452,"RM",2021
"405",37715.0471683186,"RM",2021
"406",37793.1732129437,"RM",2021
"407",38132.6157875481,"RM",2021
"408",38313.248120017,"RM",2021
"409",38548.1956371596,"RM",2021
"410",39557.6457934811,"RM",2021
"411",40001.2787320429,"RM",2021
"412",40002.2672702688,"RM",2021
"413",40016.0700662859,"RM",2021
"414",40018.2704989035,"RM",2021
"415",40029.4295704945,"RM",2021
"416",40040.8636974661,"RM",2021
"417",40043.0992795643,"RM",2021
"418",40044.9240956525,"RM",2021
"419",40049.3788131867,"RM",2021
"420",40057.6411869545,"RM",2021
"421",40064.0849635012,"RM",2021
"422",40070.465431866,"RM",2021
"423",40071.1356175229,"RM",2021
"424",40072.3656320455,"RM",2021
"425",40075.5000077814,"RM",2021
"426",40103.0140084033,"RM",2021
"427",40105.127293755,"RM",2021
"428",40106.762184845,"RM",2021
"429",40111.7501208392,"RM",2021
"430",40125.9983095255,"RM",2021
"431",40127.0016456714,"RM",2021
"432",40135.2776412571,"RM",2021
"433",40138.6740542272,"RM",2021
"434",40149.9699500642,"RM",2021
"435",40193.5353940739,"RM",2021
"436",40201.2788979227,"RM",2021
"437",40203.9655164521,"RM",2021
"438",40224.5865617967,"RM",2021
"439",40228.1605473453,"RM",2021
"440",40231.3001127383,"RM",2021
"441",40233.4018823904,"RM",2021
"442",40246.2422421107,"RM",2021
"443",40246.9446012263,"RM",2021
"444",40249.833790389,"RM",2021
"445",40263.4139122024,"RM",2021
"446",40266.6314166079,"RM",2021
"447",40271.780797927,"RM",2021
"448",40272.8754768127,"RM",2021
"449",40272.964981795,"RM",2021
"450",40277.9873469588,"RM",2021
"451",40278.480594301,"RM",2021
"452",40280.0356290742,"RM",2021
"453",40282.4903121058,"RM",2021
"454",40291.2160323858,"RM",2021
"455",40291.6483928546,"RM",2021
"456",40298.4614598592,"RM",2021
"457",40308.5532680791,"RM",2021
"458",40311.179351987,"RM",2021
"459",40323.6936454552,"RM",2021
"460",40326.2198991085,"RM",2021
"461",40326.4040540757,"RM",2021
"462",40327.6866552623,"RM",2021
"463",40330.6964390616,"RM",2021
"464",40335.8476358842,"RM",2021
"465",40346.8802534564,"RM",2021
"466",40358.5359678638,"RM",2021
"467",40361.3027367496,"RM",2021
"468",40377.4114090173,"RM",2021
"469",40416.3928547367,"RM",2021
"470",40419.3163681902,"RM",2021
"471",40423.8575804628,"RM",2021
"472",40429.5376685584,"RM",2021
"473",40446.4316586949,"RM",2021
"474",40453.6465003245,"RM",2021
"475",40465.7118036609,"RM",2021
"476",40471.2780587592,"RM",2021
"477",40472.0263040252,"RM",2021
"478",40480.1524341101,"RM",2021
"479",40486.0042624396,"RM",2021
"480",40486.054669638,"RM",2021
"481",40501.032699654,"RM",2021
"482",40512.8818053975,"RM",2021
"483",40529.7665652941,"RM",2021
"484",40567.8663833521,"RM",2021
"485",40571.7599676872,"RM",2021
"486",40575.0952902428,"RM",2021
"487",40583.4102654119,"RM",2021
"488",40583.612418113,"RM",2021
"489",40587.5195575513,"RM",2021
"490",40596.6494703859,"RM",2021
"491",40611.7041848497,"RM",2021
"492",40614.6421910233,"RM",2021
"493",40620.5052030748,"RM",2021
"494",40627.4493009046,"RM",2021
"495",40629.7774487347,"RM",2021
"496",40647.748575396,"RM",2021
"497",40647.846008104,"RM",2021
"498",40659.0201440701,"RM",2021
"499",40714.4485892666,"RM",2021
"500",40718.3951818936,"RM",2021
"501",40737.2273030326,"RM",2021
"502",40751.1299897489,"RM",2021
"503",40783.8445853291,"RM",2021
"504",40804.2255786134,"RM",2021
"505",40818.9047256446,"RM",2021
"506",40825.2854793229,"RM",2021
"507",40829.6918307833,"RM",2021
"508",40831.6137480843,"RM",2021
"509",40834.3731220156,"RM",2021
"510",40845.9432485626,"RM",2021
"511",40857.6911158945,"RM",2021
"512",40865.6137249534,"RM",2021
"513",40884.291048426,"RM",2021
"514",40893.0263218567,"RM",2021
"515",40893.0555908735,"RM",2021
"516",40905.2418683439,"RM",2021
"517",40910.1462644909,"RM",2021
"518",40913.5250720389,"RM",2021
"519",40929.7313766977,"RM",2021
"520",40931.8504157894,"RM",2021
"521",40941.5751660233,"RM",2021
"522",40945.215917756,"RM",2021
"523",40952.1429844684,"RM",2021
"524",40959.0289560943,"RM",2021
"525",40964.0775302053,"RM",2021
"526",40984.3360951281,"RM",2021
"527",40986.3090531665,"RM",2021
"528",40988.0454068349,"RM",2021
"529",41003.6334144966,"RM",2021
"530",41061.7387984543,"RM",2021
"531",41069.8352543728,"RM",2021
"532",41071.9236098765,"RM",2021
"533",41091.4134054336,"RM",2021
"534",41093.1284274386,"RM",2021
"535",41096.1784338219,"RM",2021
"536",41098.4440260538,"RM",2021
"537",41106.234203076,"RM",2021
"538",41131.4589066268,"RM",2021
"539",41144.1987113776,"RM",2021
"540",41144.3886307378,"RM",2021
"541",41174.2596730706,"RM",2021
"542",41223.6597885779,"RM",2021
"543",41239.1336311879,"RM",2021
"544",41249.5606727358,"RM",2021
"545",41314.6767785563,"RM",2021
"546",41317.6846887633,"RM",2021
"547",41342.2498012202,"RM",2021
"548",41379.0392179762,"RM",2021
"549",41400.5229093171,"RM",2021
"550",41403.2862864191,"RM",2021
"551",41404.7482725733,"RM",2021
"552",41413.0584208865,"RM",2021
"553",41416.1313535365,"RM",2021
"554",41433.3217617403,"RM",2021
"555",41461.3720428726,"RM",2021
"556",41485.6756542529,"RM",2021
"557",41499.3016096458,"RM",2021
"558",41514.4063296214,"RM",2021
"559",41519.7408879254,"RM",2021
"560",41523.0609418371,"RM",2021
"561",41550.0099629915,"RM",2021
"562",41551.3422915157,"RM",2021
"563",41556.8080806761,"RM",2021
"564",41573.1202936651,"RM",2021
"565",41592.4270397521,"RM",2021
"566",41598.0335811572,"RM",2021
"567",41616.9329778745,"RM",2021
"568",41619.3285456758,"RM",2021
"569",41653.3540510191,"RM",2021
"570",41656.5607596514,"RM",2021
"571",41688.1925796147,"RM",2021
"572",41715.4443897288,"RM",2021
"573",41727.0793978192,"RM",2021
"574",41737.5342550384,"RM",2021
"575",41741.5867622436,"RM",2021
"576",41742.0900772362,"RM",2021
"577",41761.6361693249,"RM",2021
"578",41780.2769251932,"RM",2021
"579",41789.4671395954,"RM",2021
"580",41800.237743916,"RM",2021
"581",41815.3417475677,"RM",2021
"582",41816.2958353436,"RM",2021
"583",41847.4519753398,"RM",2021
"584",41889.3050676274,"RM",2021
"585",41895.2912098592,"RM",2021
"586",41897.6833641126,"RM",2021
"587",41979.2807572338,"RM",2021
"588",42004.9128917145,"RM",2021
"589",42008.7293481615,"RM",2021
"590",42012.8082130213,"RM",2021
"591",42058.6875331683,"RM",2021
"592",42104.8765845992,"RM",2021
"593",42120.9330456391,"RM",2021
"594",42193.2443134778,"RM",2021
"595",42273.9023681535,"RM",2021
"596",42280.1199942676,"RM",2021
"597",42347.9101356891,"RM",2021
"598",42349.0776960588,"RM",2021
"599",42417.8228135199,"RM",2021
"600",42487.5679688252,"RM",2021
"601",42529.4433326618,"RM",2021
"602",42536.4557137811,"RM",2021
"603",42627.2889748697,"RM",2021
"604",42680.0571832532,"RM",2021
"605",42723.6459484782,"RM",2021
"606",42745.2925307994,"RM",2021
"607",42818.4794399098,"RM",2021
"608",42896.3260277377,"RM",2021
"609",43050.0482349289,"RM",2021
"610",44009.7145007303,"RM",2021
"611",45006.4143846345,"RM",2021
"612",45129.3114639599,"RM",2021
"613",45167.5188734588,"RM",2021
"614",45194.5655839017,"RM",2021
"615",45229.5685822676,"RM",2021
"616",45284.6137662668,"RM",2021
"617",45293.3349539385,"RM",2021
"618",45399.595697532,"RM",2021
"619",45453.2067368836,"RM",2021
"620",45461.8607569273,"RM",2021
"621",45503.0025530709,"RM",2021
"622",45521.2293359801,"RM",2021
"623",45527.8280612517,"RM",2021
"624",45568.2185834049,"RM",2021
"625",45595.7442969018,"RM",2021
"626",45644.8587231049,"RM",2021
"627",45807.3731784788,"RM",2021
"628",45814.7192498434,"RM",2021
"629",45820.1128110668,"RM",2021
"630",45830.3379246105,"RM",2021
"631",45834.4970695547,"RM",2021
"632",45887.2210819044,"RM",2021
"633",45938.8287396845,"RM",2021
"634",46012.3543317538,"RM",2021
"635",46059.270754714,"RM",2021
"636",46082.6418017772,"RM",2021
"637",46101.8208746308,"RM",2021
"638",46109.8926905456,"RM",2021
"639",46121.6440269263,"RM",2021
"640",46132.8382755933,"RM",2021
"641",46149.1135184975,"RM",2021
"642",46175.7735256596,"RM",2021
"643",46182.6179298858,"RM",2021
"644",46269.7448967527,"RM",2021
"645",46272.7037052044,"RM",2021
"646",46289.7828586113,"RM",2021
"647",46338.5389312032,"RM",2021
"648",46353.0220499947,"RM",2021
"649",46361.8913641872,"RM",2021
"650",46366.5994972816,"RM",2021
"651",46383.8794438563,"RM",2021
"652",46449.1834908569,"RM",2021
"653",46456.8216707753,"RM",2021
"654",46498.849450472,"RM",2021
"655",46504.1038862138,"RM",2021
"656",46523.0207900407,"RM",2021
"657",46543.0300786443,"RM",2021
"658",46544.090050327,"RM",2021
"659",46550.5487975986,"RM",2021
"660",46563.940207721,"RM",2021
"661",46565.6298948093,"RM",2021
"662",46603.9167921878,"RM",2021
"663",46620.2866480779,"RM",2021
"664",46625.3885493886,"RM",2021
"665",46648.6466262963,"RM",2021
"666",46672.5586709744,"RM",2021
"667",46678.3706292371,"RM",2021
"668",46697.6694373783,"RM",2021
"669",46713.8979110887,"RM",2021
"670",46749.5937453375,"RM",2021
"671",46769.0141859233,"RM",2021
"672",46774.4918410667,"RM",2021
"673",46794.6255976554,"RM",2021
"674",46796.3226192401,"RM",2021
"675",46797.2002667294,"RM",2021
"676",46823.1544232928,"RM",2021
"677",46825.0027154864,"RM",2021
"678",46828.6938744231,"RM",2021
"679",46834.8678209622,"RM",2021
"680",46859.3836881559,"RM",2021
"681",46877.5284018466,"RM",2021
"682",46941.1132904614,"RM",2021
"683",46950.2352194579,"RM",2021
"684",46956.2601707542,"RM",2021
"685",46971.5977011854,"RM",2021
"686",46981.4279288554,"RM",2021
"687",47001.7690141318,"RM",2021
"688",47031.4711924557,"RM",2021
"689",47032.9655441539,"RM",2021
"690",47044.3275218362,"RM",2021
"691",47056.4978531148,"RM",2021
"692",47069.7004474258,"RM",2021
"693",47146.9261206179,"RM",2021
"694",47152.2192463133,"RM",2021
"695",47179.2072652429,"RM",2021
"696",47190.9077758545,"RM",2021
"697",47289.3638373899,"RM",2021
"698",47356.3176346606,"RM",2021
"699",47399.7190969249,"RM",2021
"700",47418.0561948248,"RM",2021
"701",47438.5831889241,"RM",2021
"702",47439.8436997648,"RM",2021
"703",47444.6325512567,"RM",2021
"704",47447.6856883386,"RM",2021
"705",47457.4622347384,"RM",2021
"706",47463.3781460132,"RM",2021
"707",47476.3323612389,"RM",2021
"708",47486.3820054276,"RM",2021
"709",47502.455281766,"RM",2021
"710",47511.5520705992,"RM",2021
"711",47564.0286378548,"RM",2021
"712",47570.9039123267,"RM",2021
"713",47584.2092580888,"RM",2021
"714",47589.1471138468,"RM",2021
"715",47591.6392479488,"RM",2021
"716",47592.6533354087,"RM",2021
"717",47612.8745860813,"RM",2021
"718",47628.2682154852,"RM",2021
"719",47628.798694078,"RM",2021
"720",47647.2340496222,"RM",2021
"721",47671.2554776639,"RM",2021
"722",47737.3635881704,"RM",2021
"723",47751.5898874891,"RM",2021
"724",47759.4202683047,"RM",2021
"725",47775.0986668373,"RM",2021
"726",47790.0628529586,"RM",2021
"727",47795.6767709812,"RM",2021
"728",47836.0107633504,"RM",2021
"729",47841.4909078912,"RM",2021
"730",47878.7519445356,"RM",2021
"731",47907.6250538831,"RM",2021
"732",47914.6689691167,"RM",2021
"733",47935.304821401,"RM",2021
"734",47956.4121711282,"RM",2021
"735",47958.2912465958,"RM",2021
"736",47967.4548726566,"RM",2021
"737",47970.4602096221,"RM",2021
"738",48034.7316672456,"RM",2021
"739",48047.1393083114,"RM",2021
"740",48050.0250043219,"RM",2021
"741",48086.3315715773,"RM",2021
"742",48102.7230070243,"RM",2021
"743",48116.1602091081,"RM",2021
"744",48118.6468104965,"RM",2021
"745",48131.9634667657,"RM",2021
"746",48137.0985280079,"RM",2021
"747",48138.4777855639,"RM",2021
"748",48149.0433488663,"RM",2021
"749",48172.1946251359,"RM",2021
"750",48173.3371708708,"RM",2021
"751",48197.9519606326,"RM",2021
"752",48224.0449015098,"RM",2021
"753",48231.0704208502,"RM",2021
"754",48231.9755608239,"RM",2021
"755",48261.3334073344,"RM",2021
"756",48284.0563565723,"RM",2021
"757",48294.7406616754,"RM",2021
"758",48297.8109297862,"RM",2021
"759",48308.0310947201,"RM",2021
"760",48309.9994608445,"RM",2021
"761",48352.8568448335,"RM",2021
"762",48355.9431699548,"RM",2021
"763",48380.5102798429,"RM",2021
"764",48390.3960592813,"RM",2021
"765",48434.4306727651,"RM",2021
"766",48439.384068941,"RM",2021
"767",48452.8843773445,"RM",2021
"768",48495.5277989087,"RM",2021
"769",48514.4650233306,"RM",2021
"770",48527.6878674156,"RM",2021
"771",48536.3314997244,"RM",2021
"772",48541.2745897223,"RM",2021
"773",48546.9469940334,"RM",2021
"774",48581.9839795596,"RM",2021
"775",48598.7911934448,"RM",2021
"776",48630.1121984246,"RM",2021
"777",48674.6609786417,"RM",2021
"778",48675.1063630835,"RM",2021
"779",48758.1462251417,"RM",2021
"780",48772.5969085892,"RM",2021
"781",48778.6195850611,"RM",2021
"782",48784.7620809889,"RM",2021
"783",48788.3834256545,"RM",2021
"784",48822.2771157302,"RM",2021
"785",48822.3636544068,"RM",2021
"786",48844.3034302946,"RM",2021
"787",48855.4435473224,"RM",2021
"788",48861.0854605352,"RM",2021
"789",48884.1093728493,"RM",2021
"790",48893.8644488748,"RM",2021
"791",48899.7581231253,"RM",2021
"792",48927.9695075403,"RM",2021
"793",48935.3449729811,"RM",2021
"794",48936.9134306897,"RM",2021
"795",48948.9473882018,"RM",2021
"796",48950.9370957107,"RM",2021
"797",48953.2843621621,"RM",2021
"798",48953.7061190507,"RM",2021
"799",48960.2111617658,"RM",2021
"800",48982.0696296857,"RM",2021
"801",48992.2704110424,"RM",2021
"802",49001.6364858588,"RM",2021
"803",49008.538184379,"RM",2021
"804",49010.5816388481,"RM",2021
"805",49042.4241638759,"RM",2021
"806",49042.9481066715,"RM",2021
"807",49055.3511708207,"RM",2021
"808",49065.4889151611,"RM",2021
"809",49069.5287237759,"RM",2021
"810",49081.1208547406,"RM",2021
"811",49086.2346305263,"RM",2021
"812",49099.8648790102,"RM",2021
"813",49112.5874078246,"RM",2021
